year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	nb_integres_interfilieres	places
2022	MP	Banque CENTRALE-SUPELEC	Arts et Métiers										37	21,6%	62,2%	587	562		40
2022	MP	Banque CENTRALE-SUPELEC	Arts et Métiers - voie de l'apprentissage										1	100,0%	0,0%	534	534		2
2022	MP	Banque CENTRALE-SUPELEC	Concours ARTS ET MÉTIERS MP	2389	20,8%	26,8%	901	17,0%	30,2%	712	16,7%	29,9%	38						42
2022	MP	Banque CENTRALE-SUPELEC	ENSEA Cergy	1842	22,5%	24,8%	1320	21,4%	23,9%	881	21,2%	24,9%	42	28,6%	42,9%	790	781		60
2022	MP	Banque CENTRALE-SUPELEC	EPF campus TROYES										1	100,0%	0,0%	379	379		2
2022	MP	Banque CENTRALE-SUPELEC	EPF campus MONTPELLIER										9	11,1%	22,2%	387	387		8
2022	MP	Banque CENTRALE-SUPELEC	EPF campus Paris - Cachan										6	33,3%	50,0%	332	318		8
2022	MP	Banque CENTRALE-SUPELEC	Concours EPF Paris - Cachan - Troyes - Montpellier MP	815	28,2%	20,1%	634	30,1%	18,8%	438	32,2%	20,5%	16						18
2022	MP	Banque CENTRALE-SUPELEC	ESTP Paris - Travaux Publics (TP) - campus de Cachan										32	15,6%	21,9%	479	456		64
2022	MP	Banque CENTRALE-SUPELEC	ESTP Paris - Bâtiment (B) - campus de Cachan										63	50,8%	22,2%	436	422		62
2022	MP	Banque CENTRALE-SUPELEC	ESTP Paris - Génie Mécanique et Electrique(GME)										10	20,0%	10,0%	469	448		16
2022	MP	Banque CENTRALE-SUPELEC	ESTP Paris - Topographie (T)										0	0,0%	0,0%	0	0		8
2022	MP	Banque CENTRALE-SUPELEC	ESTP Paris - Bâtiment (B) - campus de Troyes										2	50,0%	0,0%	380	380		12
2022	MP	Banque CENTRALE-SUPELEC	ESTP Paris - Travaux Publics (TP) - campus de Dijon										2	50,0%	0,0%	434	434		9
2022	MP	Banque CENTRALE-SUPELEC	Concours ESTP MP	1093	27,8%	22,8%	896	27,2%	20,9%	564	31,0%	20,0%	109						171
2022	MP	Banque CENTRALE-SUPELEC	ECOLE NAVALE Brest	763	19,0%	27,0%	219	12,3%	37,0%	108	10,2%	49,1%	31	12,9%	54,8%	48	48		31
2022	MP	CONCOURS COMMUN MINES-PONTS	Chimie ParisTech										0	0,0%	0,0%	0	0		2
2022	MP	CONCOURS COMMUN MINES-PONTS	ENSAE Paris										57	22,8%	26,3%	1038	1005		55
2022	MP	CONCOURS COMMUN MINES-PONTS	ENSTA Paris										67	14,9%	19,4%	892	845		63
2022	MP	CONCOURS COMMUN MINES-PONTS	ENSTA Paris - apprentissage										1	100,0%	100,0%	800	800		2
2022	MP	CONCOURS COMMUN MINES-PONTS	IMT Atlantique										94	17,0%	16,0%	1374	1309		90
2022	MP	CONCOURS COMMUN MINES-PONTS	ISAE - SUPAERO Toulouse										66	12,1%	16,7%	789	705		75
2022	MP	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										52	17,3%	25,0%	1207	1175		53
2022	MP	CONCOURS COMMUN MINES-PONTS	MINES SAINT-ETIENNE										42	9,5%	33,3%	1583	1534		50
2022	MP	CONCOURS COMMUN MINES-PONTS	MINES Paris										54	11,1%	14,8%	189	172		55
2022	MP	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										84	16,7%	16,7%	541	536		84
2022	MP	CONCOURS COMMUN MINES-PONTS	TELECOM Paris										82	19,5%	13,4%	636	631		85
2022	MP	CONCOURS COMMUN MINES-PONTS	Concours CCMP MP	5808	21,3%	19,8%	1753	14,3%	18,7%	1685	14,4%	18,3%	599						614
2022	MP	Concours Mines - Télécom	EURECOM (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	17	47,1%	17,6%	2243	2236		21
2022	MP	Concours Mines - Télécom	ECOLE METEOROLOGIE (fonctionnaire) (Oral Série 1)	5644	22,4%	20,6%	2780	18,6%	23,1%	2629	18,8%	23,4%	5	40,0%	0,0%	1275	1461		5
2022	MP	Concours Mines - Télécom	ECOLE METEOROLOGIE (non fonctionnaire) (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	4	0,0%	0,0%	2422	2477		6
2022	MP	Concours Mines - Télécom	EIVP Paris Civil (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	20	60,0%	15,0%	2748	2570		20
2022	MP	Concours Mines - Télécom	EIVP Paris Fonctionnaire (Oral Série 2)	5644	22,4%	20,6%	3571	19,7%	22,3%	3169	20,0%	22,8%	4	25,0%	0,0%	1611	1740		4
2022	MP	Concours Mines - Télécom	ENSG Nancy (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	3	33,3%	0,0%	2831	2930		5
2022	MP	Concours Mines - Télécom	ENSG-Géomatique Marne la Vallée (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	5	20,0%	20,0%	3031	2844		7
2022	MP	Concours Mines - Télécom	ENSG-Géomatique Marne la Vallée Fonctionnaire (Oral Série 2)	5644	22,4%	20,6%	3571	19,7%	22,3%	3169	20,0%	22,8%	12	33,3%	33,3%	2854	2824		14
2022	MP	Concours Mines - Télécom	ENSIIE Evry (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	73	16,4%	35,6%	2278	2199		74
2022	MP	Concours Mines - Télécom	ENSSAT Lannion (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	28	21,4%	35,7%	2994	2938		28
2022	MP	Concours Mines - Télécom	ENSTA Bretagne (filière sous statut étudiant) (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	41	24,4%	34,1%	1208	1198		43
2022	MP	Concours Mines - Télécom	ENSTA Bretagne (filière sous statut IETA - Direction Générale de l'Armement) (Oral Série 1)	5644	22,4%	20,6%	2535	18,0%	25,0%	2398	18,1%	25,4%	16	6,2%	50,0%	1079	1029		16
2022	MP	Concours Mines - Télécom	ENTPE Lyon Civil (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	22	63,6%	18,2%	2506	2332		25
2022	MP	Concours Mines - Télécom	ENTPE Lyon Fonctionnaire (Oral Série 1)	5644	22,4%	20,6%	2780	18,6%	23,1%	2629	18,8%	23,4%	29	34,5%	17,2%	2232	2113		29
2022	MP	Concours Mines - Télécom	IMT Nord Europe (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	71	23,9%	22,5%	2155	2075		60
2022	MP	Concours Mines - Télécom	IMT Nord Europe Fonct. (Oral Série 1)	5644	22,4%	20,6%	2780	18,6%	23,1%	2629	18,8%	23,4%	4	25,0%	0,0%	1732	1684		4
2022	MP	Concours Mines - Télécom	IMT Mines Albi (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	50	18,0%	28,0%	2269	2176		53
2022	MP	Concours Mines - Télécom	IMT Mines Alès (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	64	34,4%	21,9%	1609	1504		62
2022	MP	Concours Mines - Télécom	Institut Mines-Télécom Business School (IMT-BS) (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	4	75,0%	25,0%	2596	2379		15
2022	MP	Concours Mines - Télécom	Mines Saint Etienne-ISMIN (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	34	26,5%	11,8%	1762	1715		38
2022	MP	Concours Mines - Télécom	TELECOM Nancy (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	65	15,4%	16,9%	2194	2102		65
2022	MP	Concours Mines - Télécom	Télécom Physique Strasbourg Informatique et Réseaux (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	25	12,0%	36,0%	2580	2481		20
2022	MP	Concours Mines - Télécom	Télécom Physique Strasbourg TI-Santé (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	6	50,0%	33,3%	2179	2162		8
2022	MP	Concours Mines - Télécom	TELECOM St Etienne - Statut apprenti (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	2	0,0%	0,0%	2812	2812		2
2022	MP	Concours Mines - Télécom	TELECOM St Etienne - Statut étudiant (Oral Série 2)	5644	22,4%	20,6%	3952	20,8%	21,3%	3498	21,1%	21,8%	35	40,0%	22,9%	2657	2577		33
2022	MP	Concours Mines - Télécom	TELECOM SudParis (Oral Série 1)	5644	22,4%	20,6%	3041	19,6%	22,1%	2876	19,9%	22,5%	96	24,0%	28,1%	1060	1051		96
2022	MP	CONCOURS COMMUN INP	Bordeaux INP - ENSC Cognitique										9	33,3%	33,3%	2933	2625		8
2022	MP	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Electronique										28	17,9%	17,9%	2354	2260		36
2022	MP	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Informatique										49	16,3%	28,6%	1711	1656		54
2022	MP	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Mathématiques et Mécanique										34	17,6%	17,6%	2031	2000		42
2022	MP	CONCOURS COMMUN INP	Bordeaux INP - ENSEIRB-MATMECA Télecom.										17	11,8%	17,6%	2028	2030		25
2022	MP	CONCOURS COMMUN INP	Bordeaux INP - ENSPIMA										4	25,0%	0,0%	2712	2701		5
2022	MP	CONCOURS COMMUN INP	CPE LYON Sciences du numérique										16	37,5%	12,5%	3793	3610		15
2022	MP	CONCOURS COMMUN INP	CY TECH Cergy - Génie Civil										13	30,8%	23,1%	3817	3622		15
2022	MP	CONCOURS COMMUN INP	CY TECH Cergy-Pau - Informatique										50	22,0%	8,0%	3485	3326		36
2022	MP	CONCOURS COMMUN INP	CY TECH Cergy-Pau - Mathématiques										44	20,5%	34,1%	3357	3278		40
2022	MP	CONCOURS COMMUN INP	ENAC Toulouse Civil										39	15,4%	33,3%	1845	1848		37
2022	MP	CONCOURS COMMUN INP	ENAC Toulouse Fonctionnaire										5	40,0%	40,0%	342	359		5
2022	MP	CONCOURS COMMUN INP	ENGEES Strasbourg Civil (apprenti)										0	0,0%	0,0%	0	0		1
2022	MP	CONCOURS COMMUN INP	ENGEES Strasbourg Civil (étudiant)										11	45,5%	36,4%	3575	3540		9
2022	MP	CONCOURS COMMUN INP	ENGEES Strasbourg Fonctionnaire										3	33,3%	0,0%	2813	2549		3
2022	MP	CONCOURS COMMUN INP	ENSC Lille										1	0,0%	0,0%	982	982		2
2022	MP	CONCOURS COMMUN INP	ENSGTI Pau - Energétique										19	10,5%	31,6%	4136	4011		12
2022	MP	CONCOURS COMMUN INP	ENSI Poitiers - Génie de l'Eau et Génie Civil										7	57,1%	28,6%	3030	2795		6
2022	MP	CONCOURS COMMUN INP	ENSI Poitiers Energie										15	33,3%	13,3%	3700	3584		17
2022	MP	CONCOURS COMMUN INP	ENSICAEN Génie Physique et systèmes Embarqués										23	26,1%	17,4%	3440	3300		22
2022	MP	CONCOURS COMMUN INP	ENSICAEN Informatique										27	11,1%	25,9%	2526	2444		30
2022	MP	CONCOURS COMMUN INP	ENSMM Besançon										28	17,9%	25,0%	3581	3455		40
2022	MP	CONCOURS COMMUN INP	Grenoble INP - ENSE3										55	29,1%	12,7%	1992	1934		70
2022	MP	CONCOURS COMMUN INP	Grenoble INP - Pagora										10	60,0%	60,0%	3870	3711		10
2022	MP	CONCOURS COMMUN INP	Grenoble INP - Phelma (Physique Electronique Télécoms)										48	18,8%	27,1%	1598	1565		56
2022	MP	CONCOURS COMMUN INP	Grenoble INP - Phelma (Physique Matériaux Procédés)										32	25,0%	34,4%	1033	985		35
2022	MP	CONCOURS COMMUN INP	Grenoble INP - ENSIMAG										123	14,6%	22,8%	684	653		125
2022	MP	CONCOURS COMMUN INP	Grenoble INP - Esisar										12	16,7%	16,7%	2295	2289		11
2022	MP	CONCOURS COMMUN INP	ISAE-ENSMA Poitiers										58	15,5%	27,6%	1892	1848		55
2022	MP	CONCOURS COMMUN INP	ISAE-Supméca Paris										42	16,7%	19,0%	2715	2604		45
2022	MP	CONCOURS COMMUN INP	ISIMA Clermont-Ferrand										54	22,2%	20,4%	3284	3214		47
2022	MP	CONCOURS COMMUN INP	Lorraine INP - ENSEM - Energie										34	20,6%	29,4%	3669	3576		32
2022	MP	CONCOURS COMMUN INP	Lorraine INP - ENSEM - Spécialité des systèmes numériques										19	21,1%	26,3%	3245	3174		20
2022	MP	CONCOURS COMMUN INP	Lorraine INP - ENSIC										4	75,0%	25,0%	3292	3158		9
2022	MP	CONCOURS COMMUN INP	SeaTech Toulon										21	23,8%	38,1%	3371	3206		22
2022	MP	CONCOURS COMMUN INP	SIGMA Clermont-Ferrand - spécialité mécanique avancée										20	20,0%	15,0%	3589	3530		16
2022	MP	CONCOURS COMMUN INP	TELECOM PHYSIQUE Strasbourg										26	34,6%	26,9%	2528	2534		31
2022	MP	CONCOURS COMMUN INP	Toulouse INP - ENSEEIHT - Electronique-Energie-Automatique (EEA)										30	13,3%	20,0%	1190	1109		31
2022	MP	CONCOURS COMMUN INP	Toulouse INP - ENSEEIHT - Mécanique des Fluides-Energetique-Environnement (MFEE)										17	11,8%	29,4%	683	648		18
2022	MP	CONCOURS COMMUN INP	Toulouse INP - ENSEEIHT - Sciences du Numérique										91	24,2%	22,0%	1146	1102		91
2022	MP	CONCOURS COMMUN INP	Toulouse INP - ENSIACET - Génie des Procédés										12	50,0%	16,7%	3050	2929		11
2022	MP	CONCOURS COMMUN INP	Toulouse INP - ENSIACET - Génie Industriel										17	29,4%	47,1%	2689	2642		17
2022	MP	CONCOURS COMMUN INP	Concours CCINP MP	7872	25,6%	19,6%	5164	21,8%	20,4%	4411	22,1%	21,5%	1167						1212
2022	MP	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Céramique Industrielle										2	50,0%	0,0%	1889*	1760*	8*	45*
2022	MP	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Génie civil										4	50,0%	25,0%	1569*	1321*	8*	6*
2022	MP	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Eau										3	66,7%	66,7%	1342*	1395*	16*	28*
2022	MP	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges ELT										11	27,3%	9,1%	1762*	1673*	15*	28*
2022	MP	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Matériaux										2	50,0%	100,0%	1468*	1449*	12*	22*
2022	MP	Banque épreuves CCINP Inter-Filière	ENSIL - ENSCI Limoges Mécatronique										5	40,0%	20,0%	1330	1296	17*	22*
2022	MP	Banque épreuves CCINP Inter-Filière	Concours ENSIL-ENSCI Inter Fil.	959	34,1%	17,8%	600	32,0%	16,5%	600	32,0%	16,5%	27					76	151
2022	MP	Banque épreuves CCINP Inter-Filière	Grenoble INP - Génie industriel	1425	30,1%	19,5%	645	24,5%	19,8%	121	40,5%	18,2%	31	38,7%	22,6%	141	149	77*	76*
2022	MP	Banque épreuves CCINP Inter-Filière	Lorraine INP - EEIGM	441	36,3%	21,1%	221	36,7%	19,9%	16	43,8%	31,2%	2	0,0%	50,0%	23	24	10*	10*
2022	MP	Banque épreuves CCINP Inter-Filière	Lorraine INP - ENSGSI	733	34,4%	18,3%	418	34,0%	17,0%	81	48,1%	19,8%	8	37,5%	25,0%	133	126	35*	40*
2022	MP	Banque épreuves CCINP	ECOLE DE L'AIR Base	933	20,0%	23,8%	318	13,8%	39,3%	76	9,2%	65,8%	5	0,0%	60,0%	36	30		5
2022	MP	Banque épreuves CCINP	ECOLE DE L'AIR Méca	898	19,4%	24,2%	304	13,2%	40,8%	72	9,7%	68,1%	7	14,3%	85,7%	42	36		7
2022	MP	Banque épreuves CCINP	ECOLE DE L'AIR Pilote	976	19,4%	23,6%	317	13,2%	40,4%	66	10,6%	66,7%	15	13,3%	73,3%	11	11		15
2022	MP	Banque épreuves CCINP	ENAC Toulouse - Contrôleurs aériens	951	24,2%	23,9%	231	27,7%	29,0%	125	30,4%	25,6%	34	26,5%	35,3%	43	43		34
2022	MP	Banque épreuves CCINP	ENSAI Rennes Civil	1954	26,6%	22,2%	1238	24,2%	24,9%	879	25,3%	28,3%	55	20,0%	47,3%	366	380		51
2022	MP	Banque épreuves CCINP	ENSAI Rennes Fonctionnaire (Attaché INSEE)	1202	25,0%	24,9%	882	23,5%	27,3%	637	24,6%	30,3%	24	25,0%	29,2%	451	415		24
2022	MP	Banque épreuves CCINP	ENSISA Mulhouse Automatique et Systèmes Embarqués										10	10,0%	10,0%	107	92		3
2022	MP	Banque épreuves CCINP	ENSISA Mulhouse Informatique et réseaux										7	0,0%	0,0%	42	41		5
2022	MP	Banque épreuves CCINP	ENSISA Mulhouse Mécanique										3	0,0%	33,3%	69	70		5
2022	MP	Banque épreuves CCINP	ENSISA Mulhouse Textile et Fibres										0	0,0%	0,0%	0	0		2
2022	MP	Banque épreuves CCINP	Concours ENSISA MP	1314	30,6%	18,1%	899	26,7%	16,0%	162	31,5%	14,8%	20						15
2022	MP	Banque épreuves CCINP	EOST Strasbourg	562	36,8%	20,3%	368	35,6%	18,8%	51	52,9%	23,5%	11	54,5%	27,3%	36	36		11
2022	MP	Banque épreuves CCINP	ESM Saint-Cyr	868	16,7%	22,9%	160	10,0%	40,6%	79	6,3%	48,1%	28	0,0%	25,0%	43	43		29
2022	MP	Banque épreuves CCINP	Lorraine INP - ENSTIB	483	33,5%	21,5%	331	31,1%	19,0%	27	48,1%	22,2%	6	50,0%	33,3%	11	10		6
2022	MP	CONCOURS POLYTECH Inter-Filière	ENSIBS										6	16,7%	16,7%	5301*	4828*	8*	24*
2022	MP	CONCOURS POLYTECH Inter-Filière	ENSIM Le Mans										5	0,0%	40,0%	4926*	4766*	12*	15*
2022	MP	CONCOURS POLYTECH Inter-Filière	ENSTBB Bordeaux										0	0,0%	0,0%	539*	539*	2*	2*
2022	MP	CONCOURS POLYTECH Inter-Filière	EPISEN - Génie Biomédical et santé (ISBS)										2	50,0%	50,0%	5340*	5192*	8*	10*
2022	MP	CONCOURS POLYTECH Inter-Filière	EPISEN - Système d'information										2	50,0%	0,0%	5715*	5279*	3*	4*
2022	MP	CONCOURS POLYTECH Inter-Filière	EPISEN - Technologie pour la santé										5	80,0%	0,0%	5716*	5695*	5*	6*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESBS Strasbourg										0	0,0%	0,0%	2226*	1895*	3*	3*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESGT le Mans										4	25,0%	0,0%	4912*	4582*	7*	15*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESI Reims - Energetique										2	0,0%	0,0%	5713*	5643*	6*	6*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESI Reims - Génie Urbain et Environnement										2	50,0%	0,0%	4350*	4044*	4*	5*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESI Reims - Packaging										3	33,3%	0,0%	5439*	5150*	5*	6*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIAB - Microbiologie et Qualité / Agroalimentaire										0	0,0%	0,0%	5111*	5236*	5*	5*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIR Rennes - Matériaux										0	0,0%	0,0%	4073*	3972*	6*	6*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIR Rennes - Informatique										12	16,7%	33,3%	4425*	4248*	14*	14*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIR Rennes - Technologies de l'information pour la santé										1	100,0%	0,0%	4567*	4165*	3*	4*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIREM Dijon Informatique/électronique										9	22,2%	0,0%	4785*	4473*	10*	10*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIREM Dijon Matériaux										3	66,7%	0,0%	5766*	5434*	6*	6*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIREM Dijon Robotique										3	66,7%	0,0%	4882*	4174*	4*	4*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIROI Saint Denis de La Réunion										0	0,0%	0,0%	0*	0*	0*	3*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIX Caen Mécatronique et Systèmes Embarqués										5	20,0%	0,0%	5453*	4648*	8*	8*
2022	MP	CONCOURS POLYTECH Inter-Filière	ESIX Cherbourg GSI										0	0,0%	0,0%	0*	0*	0*	8*
2022	MP	CONCOURS POLYTECH Inter-Filière	ISAT Nevers - département MIT (Mécanique et Ingénierie des Transports)										3	33,3%	33,3%	3640*	3512*	8*	5*
2022	MP	CONCOURS POLYTECH Inter-Filière	ISAT Nevers - département EPEE (Energies et Moteurs)										4	0,0%	25,0%	4957*	4624*	12*	12*
2022	MP	CONCOURS POLYTECH Inter-Filière	ISAT Nevers - Infrastructures et Réseaux de Transports										2	0,0%	0,0%	5460*	5597*	5*	4*
2022	MP	CONCOURS POLYTECH Inter-Filière	ISEL Le Havre										1	0,0%	0,0%	4925*	4981*	3*	12*
2022	MP	CONCOURS POLYTECH Inter-Filière	ISIFC Besançon - Génie Biomédical										4	50,0%	0,0%	3758*	3431*	11*	10*
2022	MP	CONCOURS POLYTECH Inter-Filière	ISTY Vélizy										4	25,0%	25,0%	5510*	5183*	6*	5*
2022	MP	CONCOURS POLYTECH Inter-Filière	Polytech Angers Bâtiment : Exploitation, Maintenance et Sécurité										1	0,0%	0,0%	5121*	5054*	3*	2*
2022	MP	CONCOURS POLYTECH Inter-Filière	Polytech Angers Qualité Innovation Fiabilité										1	0,0%	0,0%	3733*	4042*	3*	2*
2022	MP	CONCOURS POLYTECH Inter-Filière	Polytech Angers Systèmes Automatisés et Génie Informatique										1	0,0%	100,0%	3878*	3732*	4*	4*
2022	MP	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Bâtiment Eco-construction Energie										2	50,0%	0,0%	4990*	4890*	8*	8*
2022	MP	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Ecologie industrielle et territoriale										2	50,0%	0,0%	5209*	4962*	5*	5*
2022	MP	CONCOURS POLYTECH Inter-Filière	Polytech Annecy-Chambéry - Informatique données Usages										4	0,0%	25,0%	4430*	4300*	5*	5*
